author	pg_id	title	gitenberg_repo	status	reason	bytes	sha256	text_file
George Meredith	4403	The Shaving of Shagpat; an Arabian entertainment — Volume 3	The-Shaving-of-Shagpat-an-Arabian-entertainment-Volume-3_4403	fetched		137732	37a6e8df5f1f12cbdf1ae83a15ad18913e910ba0762b10ff1c5faccd83478172	4403.txt
George Meredith	4404	The Shaving of Shagpat; an Arabian entertainment — Volume 4	The-Shaving-of-Shagpat-an-Arabian-entertainment-Volume-4_4404	fetched		153468	ff5943a94300375d4cfd69831d5d9b9c757144cc27d84709f98e96364c2ac814	4404.txt
George Meredith	4405	The Shaving of Shagpat; an Arabian entertainment — Complete	The-Shaving-of-Shagpat-an-Arabian-entertainment-Complete_4405	unavailable				
George Meredith	4406	The Ordeal of Richard Feverel — Volume 1	The-Ordeal-of-Richard-Feverel-Volume-1_4406	fetched		169600	19d263d3e36b2d24e9cf0611b0b1f27dc4423206c78b9c79be1a5e5200353ed0	4406.txt
George Meredith	4407	The Ordeal of Richard Feverel — Volume 2	The-Ordeal-of-Richard-Feverel-Volume-2_4407	fetched		169072	1391114acc457adb498acd7bee46a1a21eedee6e9e6d73119634803ffc9fcb17	4407.txt
George Meredith	4408	The Ordeal of Richard Feverel — Volume 3	The-Ordeal-of-Richard-Feverel-Volume-3_4408	fetched		165612	376aa23b00f9aa51b9456ee61cf4b9091ebcf4c98649d668aa13937cafbd9fe7	4408.txt
George Meredith	4409	The Ordeal of Richard Feverel — Volume 4	The-Ordeal-of-Richard-Feverel-Volume-4_4409	fetched		171683	556f251e3d5b3b49ee2ef6c386bc06f45277c2aaac898a43581574f4f573cca8	4409.txt
George Meredith	4410	The Ordeal of Richard Feverel — Volume 5	The-Ordeal-of-Richard-Feverel-Volume-5_4410	fetched		199022	6f54768fd9a16ca9c66f85e4bbce47a3f7404b10f4fc9da8421d178034ade011	4410.txt
George Meredith	4411	The Ordeal of Richard Feverel — Volume 6	The-Ordeal-of-Richard-Feverel-Volume-6_4411	fetched		189899	35d836e25d0e2439ed9f2b5a0e5f74edf64cc37b8dd7188e2cfd2bee051814c8	4411.txt
George Meredith	4412	The Ordeal of Richard Feverel — Complete	The-Ordeal-of-Richard-Feverel-Complete_4412	unavailable				
George Meredith	4413	Sandra Belloni — Volume 1	Sandra-Belloni-Volume-1_4413	fetched		172508	24ce07d44bc55e7813c2649d2505aeb7561610cfba4957b46b5c47636813dcfd	4413.txt
George Meredith	4414	Sandra Belloni — Volume 2	Sandra-Belloni-Volume-2_4414	fetched		165802	93cfe8bec04642524f5ddf610a462fd706156d36daf8b3b899e04bc9160e20b4	4414.txt
George Meredith	4415	Sandra Belloni — Volume 3	Sandra-Belloni-Volume-3_4415	fetched		157659	b81c6725e2d33a954310a5073c555af975f8b48a0aa1821f5dd95d67916a8ffe	4415.txt
George Meredith	4416	Sandra Belloni — Volume 4	Sandra-Belloni-Volume-4_4416	fetched		168657	39f694ccb9391eeaf5f7d400d4300f767d91f89c208699e214beeb6b09e1485d	4416.txt
George Meredith	4417	Sandra Belloni — Volume 5	Sandra-Belloni-Volume-5_4417	fetched		166925	af586800909aa14db16e11fe994a0d4d4b1c74f18122243398720b3096f58194	4417.txt
George Meredith	4418	Sandra Belloni — Volume 6	Sandra-Belloni-Volume-6_4418	fetched		164405	441c84f0f76eeaa017ffb434b29c70d86fee4246c1c9f1c55a318242070d5ae9	4418.txt
George Meredith	4419	Sandra Belloni — Volume 7	Sandra-Belloni-Volume-7_4419	fetched		177696	9be4e5e42b381e5586a8cbd9098ef67dfeac5686468068a7b799f13297a223fc	4419.txt
George Meredith	4420	Sandra Belloni (originally Emilia in England) — Complete	Sandra-Belloni-originally-Emilia-in-England-Complete_4420	unavailable				
George Meredith	4421	Rhoda Fleming — Volume 1	Rhoda-Fleming-Volume-1_4421	fetched		202201	ca8e5f9b1a34754b57cedbd63c3661460935df5ece3380c1de6c1fd2bfb52c24	4421.txt
George Meredith	4422	Rhoda Fleming — Volume 2	Rhoda-Fleming-Volume-2_4422	fetched		187047	d0188a0b11a375920ce90c91a4e7e5a78f618a8077b3e78051be7b05ef4506ce	4422.txt
George Meredith	4423	Rhoda Fleming — Volume 3	Rhoda-Fleming-Volume-3_4423	fetched		198937	289649b221e161d814633d68c6fecc7b83d69290c0a265f8d61e531aaadd077c	4423.txt
George Meredith	4424	Rhoda Fleming — Volume 4	Rhoda-Fleming-Volume-4_4424	fetched		180876	5dd371563c2f249aa873a498f9cafaaa2aef5fcf45312acb27f8a80467ac1d1f	4424.txt
George Meredith	4425	Rhoda Fleming — Volume 5	Rhoda-Fleming-Volume-5_4425	fetched		174392	cf773c8fdc17447e460c350e923d801e2180656dea0d419924990d9b1c0b9ac8	4425.txt
George Meredith	4426	Rhoda Fleming — Complete	Rhoda-Fleming-Complete_4426	unavailable				
George Meredith	4427	Evan Harrington — Volume 1	Evan-Harrington-Volume-1_4427	fetched		170968	83e24c747e410afbefec1f8e07a8e0c203d199df6ddde752142c1016927e2e92	4427.txt
George Meredith	4428	Evan Harrington — Volume 2	Evan-Harrington-Volume-2_4428	fetched		170026	9d87c50aadf839e4c85a3d0044fe8666c5aa48924a7949c4916d4919704d0b8b	4428.txt
George Meredith	4429	Evan Harrington — Volume 3	Evan-Harrington-Volume-3_4429	fetched		139721	5bfa1c849def540339524f9db764f0036dc14a58798fec60bfb42b60bc18ee9a	4429.txt
George Meredith	4430	Evan Harrington — Volume 4	Evan-Harrington-Volume-4_4430	fetched		153942	59a3a86e4d1570e51da28f55b2f281fcb5bf6b6b15e6ed94034d920149298814	4430.txt
George Meredith	4431	Evan Harrington — Volume 5	Evan-Harrington-Volume-5_4431	fetched		176699	6bcb3341563539d461190c46811dace88cad72ff140c71a33075c187c0a27063	4431.txt
George Meredith	4432	Evan Harrington — Volume 6	Evan-Harrington-Volume-6_4432	fetched		141598	c792fb8e80b333e9cb17f62373b823c935b7254790fb32f20300a0f865a6937b	4432.txt
George Meredith	4433	Evan Harrington — Volume 7	Evan-Harrington-Volume-7_4433	fetched		165164	b843090b6d5360f74fe25ded03789dfd73c48d54b10f4e56b97f60c353549f5d	4433.txt
George Meredith	4434	Evan Harrington — Complete	Evan-Harrington-Complete_4434	unavailable				
George Meredith	4435	Vittoria — Volume 1	Vittoria-Volume-1_4435	fetched		154614	164d2888592f6b5a7b337b0318af79dfcb0603001c2445a0ca4217077347f51c	4435.txt
George Meredith	4436	Vittoria — Volume 2	Vittoria-Volume-2_4436	fetched		147591	1b349af3aabf0c8b2b53bc2ca86989c758d0bd3479f3963ca893b0c32825b042	4436.txt
George Meredith	4437	Vittoria — Volume 3	Vittoria-Volume-3_4437	fetched		139594	7b80f50d5eab043bb8e681bc718b9338285e18e9d805474819ad7a385f1094d8	4437.txt
George Meredith	4438	Vittoria — Volume 4	Vittoria-Volume-4_4438	fetched		157459	db1f1fd32e73360e60731570055678d463beb1cf2b09c62ca9a74296fa49f57e	4438.txt
George Meredith	4439	Vittoria — Volume 5	Vittoria-Volume-5_4439	fetched		131870	c97aa82f971950ccffc938bbc2b3009dd131d9ab9f6cfdb232a41b94d918484d	4439.txt
George Meredith	4440	Vittoria — Volume 6	Vittoria-Volume-6_4440	fetched		142898	c079b7ab3fa798a2ebab1825408298393a86465f3c49c9fb0f3e3046a8b33047	4440.txt
George Meredith	4441	Vittoria — Volume 7	Vittoria-Volume-7_4441	fetched		179065	083b74fa851dcf07757a8fe22c3bf2cf3abdf10a3c41bf0ae571da786371fd71	4441.txt
George Meredith	4442	Vittoria — Volume 8	Vittoria-Volume-8_4442	fetched		195580	b7d301608ceb73b9a5beed0a1bbecaea1f5691dbdb9c6a34dd62ee40716bf454	4442.txt
George Meredith	4443	Vittoria — Complete	Vittoria-Complete_4443	unavailable				
George Meredith	4444	The Adventures of Harry Richmond — Volume 1	The-Adventures-of-Harry-Richmond-Volume-1_4444	fetched		165190	7f7c46555a5ed9bc24e33f6712d9fb6a3c587265580c7bf9f98b357fe4146adc	4444.txt
George Meredith	4445	The Adventures of Harry Richmond — Volume 2	The-Adventures-of-Harry-Richmond-Volume-2_4445	fetched		177335	0bdc8cf55ae272df097175f94f960de65b62d04243b2745693b8d805ed068f14	4445.txt
George Meredith	4446	The Adventures of Harry Richmond — Volume 3	The-Adventures-of-Harry-Richmond-Volume-3_4446	fetched		165359	5c0e3c445ff3883b5d20ea4618da062f2616339337d7938fe5a7b8afb860c5eb	4446.txt
George Meredith	4447	The Adventures of Harry Richmond — Volume 4	The-Adventures-of-Harry-Richmond-Volume-4_4447	fetched		164666	014c1dab5b563657d3c764b8509c735e7c50c7fdf6f07bcab902a1e80a8e03ff	4447.txt
George Meredith	4448	The Adventures of Harry Richmond — Volume 5	The-Adventures-of-Harry-Richmond-Volume-5_4448	fetched		183004	2d3cb0cf4e77e3cd48eff80d7870bfd8c718fa28e14bf8bb6cd65dcdf1134b2d	4448.txt
George Meredith	4449	The Adventures of Harry Richmond — Volume 6	The-Adventures-of-Harry-Richmond-Volume-6_4449	fetched		172349	81e3501685f5e4d203d19b175f8c6266da726c69d41aedb3289c86d833923e81	4449.txt
George Meredith	4450	The Adventures of Harry Richmond — Volume 7	The-Adventures-of-Harry-Richmond-Volume-7_4450	fetched		178242	e4f80ab236edd25d59c00533dd7460cfc546de17d307dc9aa895cdbc00da78ff	4450.txt
George Meredith	4451	The Adventures of Harry Richmond — Volume 8	The-Adventures-of-Harry-Richmond-Volume-8_4451	fetched		140442	8a720708023486d998c893aa78232e0dedb6244f868b3774d0a1ae320e6ddcf7	4451.txt
George Meredith	4452	The Adventures of Harry Richmond — Complete	The-Adventures-of-Harry-Richmond-Complete_4452	unavailable				
George Meredith	4453	Beauchamp's Career — Volume 1	Beauchamp-s-Career-Volume-1_4453	fetched		184044	4c09d988e30f4a857cc9d81e6d75dcf040f373d8f88f0a499366f6d6d6d55717	4453.txt
George Meredith	4454	Beauchamp's Career — Volume 2	Beauchamp-s-Career-Volume-2_4454	fetched		178759	92716715e558ef9bce654a8893b3ec47ee4f69dea3e2f905b68da1088ec320d4	4454.txt
George Meredith	4455	Beauchamp's Career — Volume 3	Beauchamp-s-Career-Volume-3_4455	fetched		189430	e026b0abb503705266ffe32141db831b201bdde91c6ade5fbb142d1abe2b2c34	4455.txt
George Meredith	4456	Beauchamp's Career — Volume 4	Beauchamp-s-Career-Volume-4_4456	fetched		192636	540a0744cb283d964ed6981e67c82338d79ce8bf344c725e1e4386e37634ff01	4456.txt
George Meredith	4457	Beauchamp's Career — Volume 5	Beauchamp-s-Career-Volume-5_4457	fetched		169439	5df6859a4297e03768a7eed56c790297767c02a609b72ad5131abf51ccc3187a	4457.txt
George Meredith	4458	Beauchamp's Career — Volume 6	Beauchamp-s-Career-Volume-6_4458	fetched		200239	f01ccc31c88ebce898add5f4c589da6ef0c6c962471b6f90fc742740482f7b8b	4458.txt
George Meredith	4459	Beauchamp's Career — Volume 7	Beauchamp-s-Career-Volume-7_4459	fetched		124179	4f712926f81149e5ab8b0cfb4e2a163933ac30deee4a5d4a715a2826ee0c5844	4459.txt
George Meredith	4460	Beauchamp's Career — Complete	Beauchamp-s-Career-Complete_4460	unavailable				
George Meredith	4461	The Tragic Comedians: A Study in a Well-known Story — Volume 1	The-Tragic-Comedians-A-Study-in-a-Well-known-Story-Volume-1_4461	fetched		136016	c2248c5f62079819f0ca8014f6f223c987e9d416d5e29d0dc2495a74e9dba89a	4461.txt
George Meredith	4462	The Tragic Comedians: A Study in a Well-known Story — Volume 2	The-Tragic-Comedians-A-Study-in-a-Well-known-Story-Volume-2_4462	fetched		128200	f41a5d030b9bd245498f971c91b63a4362f247e0d5f4628458b95c91c2e8ce87	4462.txt
George Meredith	4463	The Tragic Comedians: A Study in a Well-known Story — Volume 3	The-Tragic-Comedians-A-Study-in-a-Well-known-Story-Volume-3_4463	fetched		131383	f7ae89716f04e34b54b21aacf849e4e55a803fe414bbe23a01d264a2f20054f4	4463.txt
George Meredith	4464	The Tragic Comedians: A Study in a Well-known Story — Complete	The-Tragic-Comedians-A-Study-in-a-Well-known-Story-Complete_4464	unavailable				
